sim_id,step,individuals,present_species,shannon,patch_individuals_mean,patch_species_mean,patch_shannon_mean,sample_individuals_mean,sample_species_mean,sample_shannon_mean,habitat,fragmentation,n_patches,n_samples
1,55,14000,391,5.43470233461139,14000,391,5.43470233461139,36.8,22.0666666666667,2.91143015969067,0.15,0.1,1,30
1,56,14126,389,5.43172241138322,14126,389,5.43172241138322,37.8666666666667,22.1,2.90216432845352,0.15,0.1,1,30
1,57,13967,385,5.41685160329631,13967,385,5.41685160329631,37.5,22.3666666666667,2.92027813190988,0.15,0.1,1,30
1,58,13885,384,5.41317288611525,13885,384,5.41317288611525,36.5666666666667,22.3,2.92195678068974,0.15,0.1,1,30
1,59,13981,381,5.40952137034222,13981,381,5.40952137034222,37.4333333333333,22.6,2.94273447148351,0.15,0.1,1,30
1,60,13956,380,5.4017817876931,13956,380,5.4017817876931,37.2,22.1333333333333,2.91249561923453,0.15,0.1,1,30
1,61,13889,368,5.39219401879023,13889,368,5.39219401879023,37.0333333333333,22.8,2.9543973177301,0.15,0.1,1,30
1,62,13961,367,5.3832744772927,13961,367,5.3832744772927,36.8333333333333,22.6666666666667,2.95727026906236,0.15,0.1,1,30
1,63,13995,365,5.37399583018156,13995,365,5.37399583018156,37,22.6666666666667,2.95844972654,0.15,0.1,1,30
1,64,13885,361,5.37174559071823,13885,361,5.37174559071823,36.7,23,2.96489572206179,0.15,0.1,1,30
1,65,13927,361,5.36204766525629,13927,361,5.36204766525629,37.5666666666667,23.2,2.97781948094895,0.15,0.1,1,30
1,66,13889,357,5.34497152295999,13889,357,5.34497152295999,37.0333333333333,22.2333333333333,2.9338866833597,0.15,0.1,1,30
1,67,14004,355,5.33286539473612,14004,355,5.33286539473612,37.1666666666667,21.8666666666667,2.90313901326303,0.15,0.1,1,30
1,68,14002,351,5.32809490175703,14002,351,5.32809490175703,37.6,22.1666666666667,2.92445420408141,0.15,0.1,1,30
1,69,13975,350,5.33086428454585,13975,350,5.33086428454585,37.7666666666667,22.4333333333333,2.94038721696485,0.15,0.1,1,30
1,70,13981,345,5.3149071796031,13981,345,5.3149071796031,36.9333333333333,21.5,2.88240166582444,0.15,0.1,1,30
1,71,13887,338,5.30617153377961,13887,338,5.30617153377961,37.7,21.6333333333333,2.89210055645286,0.15,0.1,1,30
1,72,13911,337,5.30282917655589,13911,337,5.30282917655589,36.5666666666667,21.2666666666667,2.88060258517532,0.15,0.1,1,30
1,73,13995,336,5.2952792344853,13995,336,5.2952792344853,36.7333333333333,20.9333333333333,2.86100545479457,0.15,0.1,1,30
1,74,13885,331,5.28667936661099,13885,331,5.28667936661099,36,21.0666666666667,2.85862856804746,0.15,0.1,1,30
1,75,13942,329,5.28623980584532,13942,329,5.28623980584532,37.1333333333333,21.3,2.8624325880382,0.15,0.1,1,30
1,76,13977,327,5.27677851744272,13977,327,5.27677851744272,36.2666666666667,20.5333333333333,2.81239701554255,0.15,0.1,1,30
1,77,13935,321,5.26254031788952,13935,321,5.26254031788952,37.4,20.5666666666667,2.81137066297537,0.15,0.1,1,30
1,78,13974,318,5.25810537079992,13974,318,5.25810537079992,37,21,2.82896546677593,0.15,0.1,1,30
1,79,13992,318,5.24349824486715,13992,318,5.24349824486715,37.1333333333333,20.7333333333333,2.8252194352321,0.15,0.1,1,30
1,80,13966,319,5.23388311396733,13966,319,5.23388311396733,37.1333333333333,20.9666666666667,2.83617863066787,0.15,0.1,1,30
1,81,13976,315,5.22805914491957,13976,315,5.22805914491957,37.0333333333333,21.4333333333333,2.87016334389161,0.15,0.1,1,30
1,82,13945,311,5.21862194000604,13945,311,5.21862194000604,36.8666666666667,21.2333333333333,2.86143847978745,0.15,0.1,1,30
1,83,13916,309,5.20943895711658,13916,309,5.20943895711658,37.5333333333333,21.2333333333333,2.87340436242943,0.15,0.1,1,30
1,84,13895,308,5.20560725055995,13895,308,5.20560725055995,37.3666666666667,21.2,2.86604764305141,0.15,0.1,1,30
1,85,13964,307,5.20200431696335,13964,307,5.20200431696335,38.2666666666667,21,2.82295670759733,0.15,0.1,1,30
1,86,14045,303,5.19114902412677,14045,303,5.19114902412677,37.8666666666667,20.7333333333333,2.82824745274902,0.15,0.1,1,30
1,87,14082,302,5.19048044109491,14082,302,5.19048044109491,37.4333333333333,20.6666666666667,2.82933445199581,0.15,0.1,1,30
1,88,14083,299,5.18350423051297,14083,299,5.18350423051297,37.5333333333333,20.6666666666667,2.81891609705744,0.15,0.1,1,30
1,89,13900,297,5.18161324037583,13900,297,5.18161324037583,37.8666666666667,21.2,2.83888182530991,0.15,0.1,1,30
1,90,13901,296,5.18396862378348,13901,296,5.18396862378348,37.8,21.2333333333333,2.84458825166383,0.15,0.1,1,30
1,91,14008,297,5.18292553260802,14008,297,5.18292553260802,37.2666666666667,21.1,2.84166234665763,0.15,0.1,1,30
1,92,13906,296,5.16863982964698,13906,296,5.16863982964698,36.3,20.4,2.8225490296601,0.15,0.1,1,30
1,93,13953,294,5.16034279645079,13953,294,5.16034279645079,36.4333333333333,20.8666666666667,2.8459411730427,0.15,0.1,1,30
1,94,13930,294,5.14651275050204,13930,294,5.14651275050204,36.4666666666667,21.0333333333333,2.85305053225656,0.15,0.1,1,30
1,95,13940,289,5.15272568408608,13940,289,5.15272568408608,37.0666666666667,21.1333333333333,2.86049070582814,0.15,0.1,1,30
1,96,14004,288,5.1423350512312,14004,288,5.1423350512312,36.4666666666667,20.9,2.85741670407734,0.15,0.1,1,30
1,97,13929,287,5.13794349536326,13929,287,5.13794349536326,37.4333333333333,21.1666666666667,2.86350310198022,0.15,0.1,1,30
1,98,13978,289,5.13268605201956,13978,289,5.13268605201956,36.6666666666667,20.9,2.84649348087611,0.15,0.1,1,30
1,99,13963,288,5.12727704265456,13963,288,5.12727704265456,37.7,22.4333333333333,2.92411248397107,0.15,0.1,1,30
1,100,14025,287,5.11780615839081,14025,287,5.11780615839081,36.9333333333333,21.6333333333333,2.8878418184087,0.15,0.1,1,30
2,1,5000,994,6.80575572556037,5000,994,6.80575572556037,0,0,0,1,0,1,0
2,2,5966,986,6.76948713138952,5966,986,6.76948713138952,0,0,0,1,0,1,0
2,3,7216,976,6.73747343557983,7216,976,6.73747343557983,0,0,0,1,0,1,0
2,4,8759,974,6.71045202332834,8759,974,6.71045202332834,0,0,0,1,0,1,0
2,5,10661,970,6.68255393542342,10661,970,6.68255393542342,0,0,0,1,0,1,0
2,6,13155,965,6.64933936113878,13155,965,6.64933936113878,0,0,0,1,0,1,0
2,7,16089,962,6.62888308184062,16089,962,6.62888308184062,0,0,0,1,0,1,0
2,8,19953,961,6.60574741563551,19953,961,6.60574741563551,0,0,0,1,0,1,0
2,9,24740,960,6.58534251941183,24740,960,6.58534251941183,0,0,0,1,0,1,0
2,10,30661,957,6.56164138285628,30661,957,6.56164138285628,0,0,0,1,0,1,0
2,11,38036,953,6.5440877337116,38036,953,6.5440877337116,0,0,0,1,0,1,0
2,12,47140,952,6.52341304087355,47140,952,6.52341304087355,0,0,0,1,0,1,0
2,13,58035,949,6.49837234570966,58035,949,6.49837234570966,0,0,0,1,0,1,0
2,14,69666,946,6.47800039838477,69666,946,6.47800039838477,0,0,0,1,0,1,0
2,15,79635,943,6.4641877252697,79635,943,6.4641877252697,0,0,0,1,0,1,0
2,16,85632,941,6.45419411767981,85632,941,6.45419411767981,0,0,0,1,0,1,0
2,17,88882,939,6.44900807718584,88882,939,6.44900807718584,0,0,0,1,0,1,0
2,18,90214,936,6.44466025511614,90214,936,6.44466025511614,0,0,0,1,0,1,0
2,19,91676,935,6.44130932822982,91676,935,6.44130932822982,0,0,0,1,0,1,0
2,20,92099,934,6.43788308897718,92099,934,6.43788308897718,0,0,0,1,0,1,0
