"sim_ID","frag","ac","hab","nb","disp","disp_dist","edge"
520,0.7,0.1,0.15,0.1,1,4.5,1.1
521,0.8,0.1,0.15,0.1,1,4.5,1.1
522,0.9,0.1,0.15,0.1,1,4.5,1.1
523,0.1,0.1,0.15,0.1,1,5,1.1
524,0.2,0.1,0.15,0.1,1,5,1.1
525,0.3,0.1,0.15,0.1,1,5,1.1
526,0.4,0.1,0.15,0.1,1,5,1.1
527,0.5,0.1,0.15,0.1,1,5,1.1
528,0.6,0.1,0.15,0.1,1,5,1.1
529,0.7,0.1,0.15,0.1,1,5,1.1
530,0.8,0.1,0.15,0.1,1,5,1.1
531,0.9,0.1,0.15,0.1,1,5,1.1
532,0.1,0.1,0.15,0.1,1,5.5,1.1
533,0.2,0.1,0.15,0.1,1,5.5,1.1
534,0.3,0.1,0.15,0.1,1,5.5,1.1
535,0.4,0.1,0.15,0.1,1,5.5,1.1
536,0.5,0.1,0.15,0.1,1,5.5,1.1
537,0.6,0.1,0.15,0.1,1,5.5,1.1
538,0.7,0.1,0.15,0.1,1,5.5,1.1
539,0.8,0.1,0.15,0.1,1,5.5,1.1
540,0.9,0.1,0.15,0.1,1,5.5,1.1
541,0.1,0.1,0.15,0.1,1,1,1.2
542,0.2,0.1,0.15,0.1,1,1,1.2
543,0.3,0.1,0.15,0.1,1,1,1.2
544,0.4,0.1,0.15,0.1,1,1,1.2
545,0.5,0.1,0.15,0.1,1,1,1.2
546,0.6,0.1,0.15,0.1,1,1,1.2
547,0.7,0.1,0.15,0.1,1,1,1.2
548,0.8,0.1,0.15,0.1,1,1,1.2
549,0.9,0.1,0.15,0.1,1,1,1.2
550,0.1,0.1,0.15,0.1,1,1.5,1.2
551,0.2,0.1,0.15,0.1,1,1.5,1.2
552,0.3,0.1,0.15,0.1,1,1.5,1.2
553,0.4,0.1,0.15,0.1,1,1.5,1.2
554,0.5,0.1,0.15,0.1,1,1.5,1.2
555,0.6,0.1,0.15,0.1,1,1.5,1.2
556,0.7,0.1,0.15,0.1,1,1.5,1.2
557,0.8,0.1,0.15,0.1,1,1.5,1.2
558,0.9,0.1,0.15,0.1,1,1.5,1.2
559,0.1,0.1,0.15,0.1,1,2,1.2
560,0.2,0.1,0.15,0.1,1,2,1.2
561,0.3,0.1,0.15,0.1,1,2,1.2
562,0.4,0.1,0.15,0.1,1,2,1.2
563,0.5,0.1,0.15,0.1,1,2,1.2
564,0.6,0.1,0.15,0.1,1,2,1.2
565,0.7,0.1,0.15,0.1,1,2,1.2
566,0.8,0.1,0.15,0.1,1,2,1.2
567,0.9,0.1,0.15,0.1,1,2,1.2
568,0.1,0.1,0.15,0.1,1,2.5,1.2
569,0.2,0.1,0.15,0.1,1,2.5,1.2
570,0.3,0.1,0.15,0.1,1,2.5,1.2
571,0.4,0.1,0.15,0.1,1,2.5,1.2
572,0.5,0.1,0.15,0.1,1,2.5,1.2
573,0.6,0.1,0.15,0.1,1,2.5,1.2
574,0.7,0.1,0.15,0.1,1,2.5,1.2
575,0.8,0.1,0.15,0.1,1,2.5,1.2
576,0.9,0.1,0.15,0.1,1,2.5,1.2
577,0.1,0.1,0.15,0.1,1,3,1.2
578,0.2,0.1,0.15,0.1,1,3,1.2
579,0.3,0.1,0.15,0.1,1,3,1.2
580,0.4,0.1,0.15,0.1,1,3,1.2
581,0.5,0.1,0.15,0.1,1,3,1.2
582,0.6,0.1,0.15,0.1,1,3,1.2
583,0.7,0.1,0.15,0.1,1,3,1.2
584,0.8,0.1,0.15,0.1,1,3,1.2
585,0.9,0.1,0.15,0.1,1,3,1.2
586,0.1,0.1,0.15,0.1,1,3.5,1.2
587,0.2,0.1,0.15,0.1,1,3.5,1.2
588,0.3,0.1,0.15,0.1,1,3.5,1.2
589,0.4,0.1,0.15,0.1,1,3.5,1.2
590,0.5,0.1,0.15,0.1,1,3.5,1.2
591,0.6,0.1,0.15,0.1,1,3.5,1.2
592,0.7,0.1,0.15,0.1,1,3.5,1.2
593,0.8,0.1,0.15,0.1,1,3.5,1.2
594,0.9,0.1,0.15,0.1,1,3.5,1.2
595,0.1,0.1,0.15,0.1,1,4,1.2
596,0.2,0.1,0.15,0.1,1,4,1.2
597,0.3,0.1,0.15,0.1,1,4,1.2
598,0.4,0.1,0.15,0.1,1,4,1.2
599,0.5,0.1,0.15,0.1,1,4,1.2
600,0.6,0.1,0.15,0.1,1,4,1.2
601,0.7,0.1,0.15,0.1,1,4,1.2
602,0.8,0.1,0.15,0.1,1,4,1.2
603,0.9,0.1,0.15,0.1,1,4,1.2
604,0.1,0.1,0.15,0.1,1,4.5,1.2
605,0.2,0.1,0.15,0.1,1,4.5,1.2
606,0.3,0.1,0.15,0.1,1,4.5,1.2
607,0.4,0.1,0.15,0.1,1,4.5,1.2
608,0.5,0.1,0.15,0.1,1,4.5,1.2
609,0.6,0.1,0.15,0.1,1,4.5,1.2
610,0.7,0.1,0.15,0.1,1,4.5,1.2
611,0.8,0.1,0.15,0.1,1,4.5,1.2
612,0.9,0.1,0.15,0.1,1,4.5,1.2
613,0.1,0.1,0.15,0.1,1,5,1.2
614,0.2,0.1,0.15,0.1,1,5,1.2
615,0.3,0.1,0.15,0.1,1,5,1.2
616,0.4,0.1,0.15,0.1,1,5,1.2
617,0.5,0.1,0.15,0.1,1,5,1.2
618,0.6,0.1,0.15,0.1,1,5,1.2
619,0.7,0.1,0.15,0.1,1,5,1.2
620,0.8,0.1,0.15,0.1,1,5,1.2
621,0.9,0.1,0.15,0.1,1,5,1.2
622,0.1,0.1,0.15,0.1,1,5.5,1.2
623,0.2,0.1,0.15,0.1,1,5.5,1.2
624,0.3,0.1,0.15,0.1,1,5.5,1.2
625,0.4,0.1,0.15,0.1,1,5.5,1.2
626,0.5,0.1,0.15,0.1,1,5.5,1.2
627,0.6,0.1,0.15,0.1,1,5.5,1.2
628,0.7,0.1,0.15,0.1,1,5.5,1.2
629,0.8,0.1,0.15,0.1,1,5.5,1.2
630,0.9,0.1,0.15,0.1,1,5.5,1.2
631,0.1,0.1,0.15,0.1,1,1,1.3
632,0.2,0.1,0.15,0.1,1,1,1.3
633,0.3,0.1,0.15,0.1,1,1,1.3
634,0.4,0.1,0.15,0.1,1,1,1.3
635,0.5,0.1,0.15,0.1,1,1,1.3
636,0.6,0.1,0.15,0.1,1,1,1.3
637,0.7,0.1,0.15,0.1,1,1,1.3
638,0.8,0.1,0.15,0.1,1,1,1.3
639,0.9,0.1,0.15,0.1,1,1,1.3
640,0.1,0.1,0.15,0.1,1,1.5,1.3
641,0.2,0.1,0.15,0.1,1,1.5,1.3
642,0.3,0.1,0.15,0.1,1,1.5,1.3
643,0.4,0.1,0.15,0.1,1,1.5,1.3
644,0.5,0.1,0.15,0.1,1,1.5,1.3
645,0.6,0.1,0.15,0.1,1,1.5,1.3
646,0.7,0.1,0.15,0.1,1,1.5,1.3
647,0.8,0.1,0.15,0.1,1,1.5,1.3
648,0.9,0.1,0.15,0.1,1,1.5,1.3
649,0.1,0.1,0.15,0.1,1,2,1.3
650,0.2,0.1,0.15,0.1,1,2,1.3
651,0.3,0.1,0.15,0.1,1,2,1.3
652,0.4,0.1,0.15,0.1,1,2,1.3
653,0.5,0.1,0.15,0.1,1,2,1.3
654,0.6,0.1,0.15,0.1,1,2,1.3
655,0.7,0.1,0.15,0.1,1,2,1.3
656,0.8,0.1,0.15,0.1,1,2,1.3
657,0.9,0.1,0.15,0.1,1,2,1.3
658,0.1,0.1,0.15,0.1,1,2.5,1.3
659,0.2,0.1,0.15,0.1,1,2.5,1.3
660,0.3,0.1,0.15,0.1,1,2.5,1.3
661,0.4,0.1,0.15,0.1,1,2.5,1.3
662,0.5,0.1,0.15,0.1,1,2.5,1.3
663,0.6,0.1,0.15,0.1,1,2.5,1.3
664,0.7,0.1,0.15,0.1,1,2.5,1.3
665,0.8,0.1,0.15,0.1,1,2.5,1.3
666,0.9,0.1,0.15,0.1,1,2.5,1.3
667,0.1,0.1,0.15,0.1,1,3,1.3
668,0.2,0.1,0.15,0.1,1,3,1.3
669,0.3,0.1,0.15,0.1,1,3,1.3
670,0.4,0.1,0.15,0.1,1,3,1.3
671,0.5,0.1,0.15,0.1,1,3,1.3
672,0.6,0.1,0.15,0.1,1,3,1.3
673,0.7,0.1,0.15,0.1,1,3,1.3
674,0.8,0.1,0.15,0.1,1,3,1.3
675,0.9,0.1,0.15,0.1,1,3,1.3
676,0.1,0.1,0.15,0.1,1,3.5,1.3
677,0.2,0.1,0.15,0.1,1,3.5,1.3
678,0.3,0.1,0.15,0.1,1,3.5,1.3
679,0.4,0.1,0.15,0.1,1,3.5,1.3
680,0.5,0.1,0.15,0.1,1,3.5,1.3
681,0.6,0.1,0.15,0.1,1,3.5,1.3
682,0.7,0.1,0.15,0.1,1,3.5,1.3
683,0.8,0.1,0.15,0.1,1,3.5,1.3
684,0.9,0.1,0.15,0.1,1,3.5,1.3
685,0.1,0.1,0.15,0.1,1,4,1.3
686,0.2,0.1,0.15,0.1,1,4,1.3
687,0.3,0.1,0.15,0.1,1,4,1.3
688,0.4,0.1,0.15,0.1,1,4,1.3
689,0.5,0.1,0.15,0.1,1,4,1.3
690,0.6,0.1,0.15,0.1,1,4,1.3
691,0.7,0.1,0.15,0.1,1,4,1.3
692,0.8,0.1,0.15,0.1,1,4,1.3
693,0.9,0.1,0.15,0.1,1,4,1.3
694,0.1,0.1,0.15,0.1,1,4.5,1.3
695,0.2,0.1,0.15,0.1,1,4.5,1.3
696,0.3,0.1,0.15,0.1,1,4.5,1.3
697,0.4,0.1,0.15,0.1,1,4.5,1.3
698,0.5,0.1,0.15,0.1,1,4.5,1.3
699,0.6,0.1,0.15,0.1,1,4.5,1.3
700,0.7,0.1,0.15,0.1,1,4.5,1.3
701,0.8,0.1,0.15,0.1,1,4.5,1.3
702,0.9,0.1,0.15,0.1,1,4.5,1.3
703,0.1,0.1,0.15,0.1,1,5,1.3
704,0.2,0.1,0.15,0.1,1,5,1.3
705,0.3,0.1,0.15,0.1,1,5,1.3
706,0.4,0.1,0.15,0.1,1,5,1.3
707,0.5,0.1,0.15,0.1,1,5,1.3
708,0.6,0.1,0.15,0.1,1,5,1.3
709,0.7,0.1,0.15,0.1,1,5,1.3
710,0.8,0.1,0.15,0.1,1,5,1.3
711,0.9,0.1,0.15,0.1,1,5,1.3
712,0.1,0.1,0.15,0.1,1,5.5,1.3
713,0.2,0.1,0.15,0.1,1,5.5,1.3
714,0.3,0.1,0.15,0.1,1,5.5,1.3
715,0.4,0.1,0.15,0.1,1,5.5,1.3
716,0.5,0.1,0.15,0.1,1,5.5,1.3
717,0.6,0.1,0.15,0.1,1,5.5,1.3
718,0.7,0.1,0.15,0.1,1,5.5,1.3
719,0.8,0.1,0.15,0.1,1,5.5,1.3
720,0.9,0.1,0.15,0.1,1,5.5,1.3
721,0.1,0.1,0.15,0.1,1,1,1.4
722,0.2,0.1,0.15,0.1,1,1,1.4
723,0.3,0.1,0.15,0.1,1,1,1.4
724,0.4,0.1,0.15,0.1,1,1,1.4
725,0.5,0.1,0.15,0.1,1,1,1.4
726,0.6,0.1,0.15,0.1,1,1,1.4
727,0.7,0.1,0.15,0.1,1,1,1.4
728,0.8,0.1,0.15,0.1,1,1,1.4
729,0.9,0.1,0.15,0.1,1,1,1.4
730,0.1,0.1,0.15,0.1,1,1.5,1.4
731,0.2,0.1,0.15,0.1,1,1.5,1.4
732,0.3,0.1,0.15,0.1,1,1.5,1.4
733,0.4,0.1,0.15,0.1,1,1.5,1.4
734,0.5,0.1,0.15,0.1,1,1.5,1.4
735,0.6,0.1,0.15,0.1,1,1.5,1.4
736,0.7,0.1,0.15,0.1,1,1.5,1.4
737,0.8,0.1,0.15,0.1,1,1.5,1.4
738,0.9,0.1,0.15,0.1,1,1.5,1.4
739,0.1,0.1,0.15,0.1,1,2,1.4
740,0.2,0.1,0.15,0.1,1,2,1.4
741,0.3,0.1,0.15,0.1,1,2,1.4
742,0.4,0.1,0.15,0.1,1,2,1.4
743,0.5,0.1,0.15,0.1,1,2,1.4
744,0.6,0.1,0.15,0.1,1,2,1.4
745,0.7,0.1,0.15,0.1,1,2,1.4
746,0.8,0.1,0.15,0.1,1,2,1.4
747,0.9,0.1,0.15,0.1,1,2,1.4
748,0.1,0.1,0.15,0.1,1,2.5,1.4
749,0.2,0.1,0.15,0.1,1,2.5,1.4
750,0.3,0.1,0.15,0.1,1,2.5,1.4
751,0.4,0.1,0.15,0.1,1,2.5,1.4
752,0.5,0.1,0.15,0.1,1,2.5,1.4
753,0.6,0.1,0.15,0.1,1,2.5,1.4
754,0.7,0.1,0.15,0.1,1,2.5,1.4
755,0.8,0.1,0.15,0.1,1,2.5,1.4
756,0.9,0.1,0.15,0.1,1,2.5,1.4
757,0.1,0.1,0.15,0.1,1,3,1.4
758,0.2,0.1,0.15,0.1,1,3,1.4
759,0.3,0.1,0.15,0.1,1,3,1.4
760,0.4,0.1,0.15,0.1,1,3,1.4
761,0.5,0.1,0.15,0.1,1,3,1.4
762,0.6,0.1,0.15,0.1,1,3,1.4
763,0.7,0.1,0.15,0.1,1,3,1.4
764,0.8,0.1,0.15,0.1,1,3,1.4
765,0.9,0.1,0.15,0.1,1,3,1.4
766,0.1,0.1,0.15,0.1,1,3.5,1.4
767,0.2,0.1,0.15,0.1,1,3.5,1.4
768,0.3,0.1,0.15,0.1,1,3.5,1.4
769,0.4,0.1,0.15,0.1,1,3.5,1.4
770,0.5,0.1,0.15,0.1,1,3.5,1.4
771,0.6,0.1,0.15,0.1,1,3.5,1.4
772,0.7,0.1,0.15,0.1,1,3.5,1.4
773,0.8,0.1,0.15,0.1,1,3.5,1.4
774,0.9,0.1,0.15,0.1,1,3.5,1.4
775,0.1,0.1,0.15,0.1,1,4,1.4
776,0.2,0.1,0.15,0.1,1,4,1.4
777,0.3,0.1,0.15,0.1,1,4,1.4
778,0.4,0.1,0.15,0.1,1,4,1.4
779,0.5,0.1,0.15,0.1,1,4,1.4
780,0.6,0.1,0.15,0.1,1,4,1.4
781,0.7,0.1,0.15,0.1,1,4,1.4
782,0.8,0.1,0.15,0.1,1,4,1.4
783,0.9,0.1,0.15,0.1,1,4,1.4
784,0.1,0.1,0.15,0.1,1,4.5,1.4
785,0.2,0.1,0.15,0.1,1,4.5,1.4
786,0.3,0.1,0.15,0.1,1,4.5,1.4
787,0.4,0.1,0.15,0.1,1,4.5,1.4
788,0.5,0.1,0.15,0.1,1,4.5,1.4
789,0.6,0.1,0.15,0.1,1,4.5,1.4
790,0.7,0.1,0.15,0.1,1,4.5,1.4
791,0.8,0.1,0.15,0.1,1,4.5,1.4
792,0.9,0.1,0.15,0.1,1,4.5,1.4
793,0.1,0.1,0.15,0.1,1,5,1.4
794,0.2,0.1,0.15,0.1,1,5,1.4
795,0.3,0.1,0.15,0.1,1,5,1.4
796,0.4,0.1,0.15,0.1,1,5,1.4
797,0.5,0.1,0.15,0.1,1,5,1.4
798,0.6,0.1,0.15,0.1,1,5,1.4
799,0.7,0.1,0.15,0.1,1,5,1.4
800,0.8,0.1,0.15,0.1,1,5,1.4
801,0.9,0.1,0.15,0.1,1,5,1.4
802,0.1,0.1,0.15,0.1,1,5.5,1.4
803,0.2,0.1,0.15,0.1,1,5.5,1.4
804,0.3,0.1,0.15,0.1,1,5.5,1.4
805,0.4,0.1,0.15,0.1,1,5.5,1.4
806,0.5,0.1,0.15,0.1,1,5.5,1.4
807,0.6,0.1,0.15,0.1,1,5.5,1.4
808,0.7,0.1,0.15,0.1,1,5.5,1.4
809,0.8,0.1,0.15,0.1,1,5.5,1.4
810,0.9,0.1,0.15,0.1,1,5.5,1.4
811,0.1,0.1,0.15,0.1,1,1,1.5
812,0.2,0.1,0.15,0.1,1,1,1.5
813,0.3,0.1,0.15,0.1,1,1,1.5
814,0.4,0.1,0.15,0.1,1,1,1.5
815,0.5,0.1,0.15,0.1,1,1,1.5
816,0.6,0.1,0.15,0.1,1,1,1.5
817,0.7,0.1,0.15,0.1,1,1,1.5
818,0.8,0.1,0.15,0.1,1,1,1.5
819,0.9,0.1,0.15,0.1,1,1,1.5
820,0.1,0.1,0.15,0.1,1,1.5,1.5
821,0.2,0.1,0.15,0.1,1,1.5,1.5
822,0.3,0.1,0.15,0.1,1,1.5,1.5
823,0.4,0.1,0.15,0.1,1,1.5,1.5
824,0.5,0.1,0.15,0.1,1,1.5,1.5
825,0.6,0.1,0.15,0.1,1,1.5,1.5
826,0.7,0.1,0.15,0.1,1,1.5,1.5
827,0.8,0.1,0.15,0.1,1,1.5,1.5
828,0.9,0.1,0.15,0.1,1,1.5,1.5
829,0.1,0.1,0.15,0.1,1,2,1.5
830,0.2,0.1,0.15,0.1,1,2,1.5
831,0.3,0.1,0.15,0.1,1,2,1.5
832,0.4,0.1,0.15,0.1,1,2,1.5
833,0.5,0.1,0.15,0.1,1,2,1.5
834,0.6,0.1,0.15,0.1,1,2,1.5
835,0.7,0.1,0.15,0.1,1,2,1.5
836,0.8,0.1,0.15,0.1,1,2,1.5
837,0.9,0.1,0.15,0.1,1,2,1.5
838,0.1,0.1,0.15,0.1,1,2.5,1.5
839,0.2,0.1,0.15,0.1,1,2.5,1.5
840,0.3,0.1,0.15,0.1,1,2.5,1.5
841,0.4,0.1,0.15,0.1,1,2.5,1.5
842,0.5,0.1,0.15,0.1,1,2.5,1.5
843,0.6,0.1,0.15,0.1,1,2.5,1.5
844,0.7,0.1,0.15,0.1,1,2.5,1.5
845,0.8,0.1,0.15,0.1,1,2.5,1.5
846,0.9,0.1,0.15,0.1,1,2.5,1.5
847,0.1,0.1,0.15,0.1,1,3,1.5
848,0.2,0.1,0.15,0.1,1,3,1.5
849,0.3,0.1,0.15,0.1,1,3,1.5
850,0.4,0.1,0.15,0.1,1,3,1.5
851,0.5,0.1,0.15,0.1,1,3,1.5
852,0.6,0.1,0.15,0.1,1,3,1.5
853,0.7,0.1,0.15,0.1,1,3,1.5
854,0.8,0.1,0.15,0.1,1,3,1.5
855,0.9,0.1,0.15,0.1,1,3,1.5
856,0.1,0.1,0.15,0.1,1,3.5,1.5
857,0.2,0.1,0.15,0.1,1,3.5,1.5
858,0.3,0.1,0.15,0.1,1,3.5,1.5
859,0.4,0.1,0.15,0.1,1,3.5,1.5
860,0.5,0.1,0.15,0.1,1,3.5,1.5
861,0.6,0.1,0.15,0.1,1,3.5,1.5
862,0.7,0.1,0.15,0.1,1,3.5,1.5
863,0.8,0.1,0.15,0.1,1,3.5,1.5
864,0.9,0.1,0.15,0.1,1,3.5,1.5
865,0.1,0.1,0.15,0.1,1,4,1.5
866,0.2,0.1,0.15,0.1,1,4,1.5
867,0.3,0.1,0.15,0.1,1,4,1.5
868,0.4,0.1,0.15,0.1,1,4,1.5
869,0.5,0.1,0.15,0.1,1,4,1.5
870,0.6,0.1,0.15,0.1,1,4,1.5
871,0.7,0.1,0.15,0.1,1,4,1.5
872,0.8,0.1,0.15,0.1,1,4,1.5
873,0.9,0.1,0.15,0.1,1,4,1.5
874,0.1,0.1,0.15,0.1,1,4.5,1.5
875,0.2,0.1,0.15,0.1,1,4.5,1.5
876,0.3,0.1,0.15,0.1,1,4.5,1.5
877,0.4,0.1,0.15,0.1,1,4.5,1.5
878,0.5,0.1,0.15,0.1,1,4.5,1.5
879,0.6,0.1,0.15,0.1,1,4.5,1.5
880,0.7,0.1,0.15,0.1,1,4.5,1.5
881,0.8,0.1,0.15,0.1,1,4.5,1.5
882,0.9,0.1,0.15,0.1,1,4.5,1.5
883,0.1,0.1,0.15,0.1,1,5,1.5
884,0.2,0.1,0.15,0.1,1,5,1.5
885,0.3,0.1,0.15,0.1,1,5,1.5
886,0.4,0.1,0.15,0.1,1,5,1.5
887,0.5,0.1,0.15,0.1,1,5,1.5
888,0.6,0.1,0.15,0.1,1,5,1.5
889,0.7,0.1,0.15,0.1,1,5,1.5
890,0.8,0.1,0.15,0.1,1,5,1.5
891,0.9,0.1,0.15,0.1,1,5,1.5
892,0.1,0.1,0.15,0.1,1,5.5,1.5
893,0.2,0.1,0.15,0.1,1,5.5,1.5
894,0.3,0.1,0.15,0.1,1,5.5,1.5
895,0.4,0.1,0.15,0.1,1,5.5,1.5
896,0.5,0.1,0.15,0.1,1,5.5,1.5
897,0.6,0.1,0.15,0.1,1,5.5,1.5
898,0.7,0.1,0.15,0.1,1,5.5,1.5
899,0.8,0.1,0.15,0.1,1,5.5,1.5
900,0.9,0.1,0.15,0.1,1,5.5,1.5
